CustomerID,Province,CustomerSegment,RegistrationDate,CustomerTenureMonths,CustomerTenureBand
C010245,Ontario,Retail,2025-12-29,0,New
C010246,Ontario,Premium,2022-02-23,46,Loyal
C010247,Alberta,Commercial,2021-04-19,56,Long-Term
C010248,Alberta,Retail,2025-05-09,7,Recent
C010249,Ontario,Commercial,2022-10-18,38,Loyal
C010250,Alberta,Retail,2023-08-10,28,Loyal
C010251,Ontario,Retail,2020-03-17,69,Long-Term
C010252,Ontario,Retail,2024-04-25,20,Established
C010253,Ontario,Retail,2024-01-08,23,Established
C010254,Ontario,Retail,2021-08-03,52,Long-Term
C010255,Ontario,Premium,2022-07-13,41,Loyal
C010256,Ontario,Fleet,2022-08-03,40,Loyal
C010257,Ontario,Retail,2021-06-14,54,Long-Term
C010258,Ontario,Retail,2023-11-17,25,Loyal
C010259,Alberta,Retail,2025-03-21,9,Recent
C010260,British Columbia,Retail,2023-01-04,35,Loyal
C010261,Alberta,Commercial,2025-03-12,9,Recent
C010262,Ontario,Premium,2025-10-10,2,New
C010263,Ontario,Retail,2023-05-21,31,Loyal
C010264,Ontario,Retail,2024-10-11,14,Established
C010265,Ontario,Retail,2024-07-29,17,Established
C010266,Ontario,Premium,2021-08-18,52,Long-Term
C010267,Alberta,Premium,2020-04-23,68,Long-Term
C010268,Ontario,Retail,2023-04-23,32,Loyal
C010269,Ontario,Fleet,2020-09-03,63,Long-Term
C010270,Alberta,Fleet,2020-05-07,67,Long-Term
C010271,Alberta,Retail,2020-03-04,69,Long-Term
C010272,British Columbia,Premium,2023-05-18,31,Loyal
C010273,Ontario,Commercial,2023-10-13,26,Loyal
C010274,Ontario,Retail,2024-07-14,17,Established
C010275,Alberta,Retail,2021-02-05,58,Long-Term
C010276,Ontario,Retail,2021-07-11,53,Long-Term
C010277,Ontario,Premium,2020-11-09,61,Long-Term
C010278,Ontario,Retail,2022-05-07,43,Loyal
C010279,Ontario,Premium,2024-07-25,17,Established
C010280,British Columbia,Retail,2020-05-28,67,Long-Term
C010281,British Columbia,Retail,2020-10-03,62,Long-Term
C010282,Ontario,Premium,2020-08-16,64,Long-Term
C010283,Ontario,Retail,2023-02-16,34,Loyal
C010284,Ontario,Retail,2025-07-07,5,New
C010285,Ontario,Premium,2025-09-07,3,New
C010286,Alberta,Retail,2021-03-25,57,Long-Term
C010287,Ontario,Premium,2022-06-19,42,Loyal
C010288,British Columbia,Retail,2025-10-12,2,New
C010289,Ontario,Fleet,2024-01-24,23,Established
C010290,Ontario,Retail,2020-05-07,67,Long-Term
C010291,Ontario,Retail,2024-07-09,17,Established
C010292,Ontario,Retail,2023-03-10,33,Loyal
C010293,Ontario,Fleet,2020-07-23,65,Long-Term
C010294,Ontario,Retail,2021-12-27,48,Loyal
C010295,Alberta,Premium,2021-08-01,52,Long-Term
C010296,Ontario,Premium,2024-10-22,14,Established
C010297,British Columbia,Retail,2022-02-07,46,Loyal
C010298,Ontario,Retail,2022-03-27,45,Loyal
C010299,British Columbia,Retail,2024-09-27,15,Established
C010300,Ontario,Retail,2021-11-15,49,Long-Term
C010301,Ontario,Fleet,2022-02-14,46,Loyal
C010302,Alberta,Commercial,2020-03-03,69,Long-Term
C010303,Ontario,Retail,2021-10-10,50,Long-Term
C010304,Ontario,Premium,2020-11-21,61,Long-Term
C010305,Ontario,Retail,2025-02-12,10,Recent
C010306,Ontario,Retail,2022-12-12,36,Loyal
C010307,British Columbia,Retail,2020-12-07,60,Long-Term
C010308,Ontario,Retail,2025-01-12,11,Recent
C010309,Ontario,Retail,2021-03-04,57,Long-Term
C010310,Alberta,Retail,2023-01-21,35,Loyal
C010311,Alberta,Premium,2025-09-16,3,New
C010312,Ontario,Retail,2024-02-07,22,Established
C010313,Ontario,Retail,2024-03-12,21,Established
C010314,Ontario,Retail,2021-08-10,52,Long-Term
C010315,Alberta,Retail,2022-05-07,43,Loyal
C010316,Alberta,Retail,2021-10-31,50,Long-Term
C010317,British Columbia,Retail,2024-05-30,19,Established
C010318,Ontario,Retail,2020-06-22,66,Long-Term
C010319,British Columbia,Retail,2025-04-28,8,Recent
C010320,Ontario,Premium,2023-12-30,24,Established
C010321,Ontario,Retail,2021-07-22,53,Long-Term
C010322,Alberta,Retail,2020-12-09,60,Long-Term
C010323,Alberta,Retail,2025-03-30,9,Recent
C010324,Alberta,Retail,2025-01-18,11,Recent
C010325,Ontario,Retail,2023-03-03,33,Loyal
C010326,Alberta,Retail,2024-06-17,18,Established
C010327,Alberta,Fleet,2022-08-22,40,Loyal
C010328,Ontario,Premium,2022-09-20,39,Loyal
C010329,British Columbia,Retail,2025-09-12,3,New
C010330,Ontario,Retail,2022-06-05,42,Loyal
C010331,Ontario,Retail,2025-10-25,2,New
C010332,Ontario,Retail,2020-12-24,60,Long-Term
C010333,Ontario,Fleet,2022-11-07,37,Loyal
C010334,British Columbia,Premium,2021-08-23,52,Long-Term
C010335,Ontario,Premium,2025-03-24,9,Recent
C010336,Ontario,Retail,2021-07-28,53,Long-Term
C010337,Ontario,Fleet,2020-12-28,60,Long-Term
C010338,Ontario,Retail,2023-03-21,33,Loyal
C010339,Ontario,Retail,2021-10-12,50,Long-Term
C010340,Ontario,Retail,2023-04-26,32,Loyal
C010341,Alberta,Premium,2025-12-30,0,New
C010342,Alberta,Retail,2022-04-24,44,Loyal
C010343,Ontario,Retail,2021-11-05,49,Long-Term
C010344,Ontario,Fleet,2022-01-04,47,Loyal
C010345,Ontario,Fleet,2022-08-31,40,Loyal
C010346,Ontario,Retail,2022-10-27,38,Loyal
C010347,Ontario,Retail,2025-07-22,5,New
C010348,Alberta,Retail,2024-03-12,21,Established
C010349,British Columbia,Retail,2020-03-09,69,Long-Term
C010350,Ontario,Retail,2024-03-30,21,Established
C010351,Ontario,Retail,2022-04-29,44,Loyal
C010352,Ontario,Retail,2020-11-16,61,Long-Term
C010353,Alberta,Retail,2022-07-04,41,Loyal
C010354,Ontario,Retail,2021-05-28,55,Long-Term
C010355,Ontario,Commercial,2023-10-17,26,Loyal
C010356,Alberta,Retail,2020-09-25,63,Long-Term
C010357,Ontario,Retail,2024-01-23,23,Established
C010358,Ontario,Retail,2022-08-19,40,Loyal
C010359,Ontario,Premium,2024-07-27,17,Established
C010360,Ontario,Fleet,2025-12-16,0,New
C010361,British Columbia,Fleet,2021-05-18,55,Long-Term
C010362,Ontario,Retail,2020-10-19,62,Long-Term
C010363,Alberta,Premium,2020-10-19,62,Long-Term
C010364,Ontario,Retail,2025-03-06,9,Recent
C010365,Alberta,Retail,2024-08-02,16,Established
C010366,Ontario,Retail,2024-06-21,18,Established
C010367,Ontario,Retail,2023-10-21,26,Loyal
C010368,Ontario,Commercial,2023-04-05,32,Loyal
C010369,Alberta,Retail,2020-06-21,66,Long-Term
C010370,Ontario,Retail,2024-10-27,14,Established
C010371,Ontario,Commercial,2024-05-29,19,Established
C010372,Ontario,Premium,2020-06-16,66,Long-Term
C010373,Ontario,Retail,2025-05-02,7,Recent
C010374,Ontario,Retail,2023-06-09,30,Loyal
C010375,Alberta,Premium,2024-01-05,23,Established
C010376,Ontario,Retail,2023-06-03,30,Loyal
C010377,Ontario,Commercial,2025-02-17,10,Recent
C010378,Ontario,Premium,2021-08-01,52,Long-Term
C010379,Ontario,Retail,2021-06-07,54,Long-Term
C010380,Alberta,Premium,2025-04-21,8,Recent
C010381,British Columbia,Fleet,2023-08-27,28,Loyal
C010382,Alberta,Commercial,2025-06-28,6,New
C010383,Ontario,Commercial,2022-07-16,41,Loyal
C010384,Alberta,Commercial,2020-03-15,69,Long-Term
C010385,Ontario,Retail,2022-04-03,44,Loyal
C010386,Ontario,Retail,2021-05-09,55,Long-Term
C010387,Alberta,Retail,2022-11-10,37,Loyal
C010388,Alberta,Commercial,2024-09-15,15,Established
C010389,Alberta,Retail,2022-05-10,43,Loyal
C010390,Ontario,Premium,2024-09-17,15,Established
C010391,Ontario,Premium,2025-12-25,0,New
C010392,Ontario,Retail,2023-02-17,34,Loyal
C010393,Ontario,Retail,2023-06-09,30,Loyal
C010394,Alberta,Retail,2025-07-19,5,New
C010395,Ontario,Retail,2020-01-20,71,Long-Term
C010396,British Columbia,Commercial,2023-06-16,30,Loyal
C010397,Ontario,Fleet,2025-11-12,1,New
C010398,Ontario,Fleet,2022-11-07,37,Loyal
C010399,Alberta,Retail,2020-02-27,70,Long-Term
C010400,British Columbia,Premium,2025-09-23,3,New
C010401,Ontario,Premium,2024-05-28,19,Established
C010402,Ontario,Premium,2024-08-13,16,Established
C010403,Alberta,Retail,2025-11-21,1,New
C010404,Ontario,Commercial,2020-03-07,69,Long-Term
C010405,Ontario,Retail,2021-12-24,48,Loyal
C010406,Ontario,Retail,2020-03-30,69,Long-Term
C010407,Ontario,Retail,2022-12-18,36,Loyal
C010408,Ontario,Retail,2025-12-05,0,New
C010409,Ontario,Retail,2022-03-03,45,Loyal
C010410,Ontario,Premium,2020-09-25,63,Long-Term
C010411,Ontario,Retail,2021-08-01,52,Long-Term
C010412,Alberta,Retail,2023-07-06,29,Loyal
C010413,Alberta,Retail,2024-09-07,15,Established
C010414,Ontario,Retail,2021-08-07,52,Long-Term
C010415,Ontario,Commercial,2020-07-13,65,Long-Term
C010416,Ontario,Fleet,2020-04-19,68,Long-Term
C010417,Ontario,Retail,2023-07-15,29,Loyal
C010418,Ontario,Retail,2021-07-25,53,Long-Term
C010419,Ontario,Commercial,2020-10-26,62,Long-Term
C010420,Ontario,Retail,2020-12-15,60,Long-Term
C010421,Ontario,Retail,2025-03-10,9,Recent
C010422,Ontario,Retail,2021-06-11,54,Long-Term
C010423,Ontario,Retail,2024-04-05,20,Established
C010424,Ontario,Premium,2025-05-29,7,Recent
C010425,Alberta,Commercial,2024-02-20,22,Established
C010426,Alberta,Retail,2024-08-07,16,Established
C010427,Ontario,Retail,2025-04-22,8,Recent
C010428,Ontario,Retail,2024-09-05,15,Established
C010429,Ontario,Retail,2024-12-22,12,Recent
C010430,Ontario,Retail,2022-07-30,41,Loyal
C010431,Ontario,Retail,2022-06-06,42,Loyal
C010432,Ontario,Retail,2025-08-20,4,New
C010433,Ontario,Retail,2020-12-30,60,Long-Term
C010434,British Columbia,Retail,2020-07-19,65,Long-Term
C010435,British Columbia,Premium,2024-09-01,15,Established
C010436,Ontario,Retail,2022-09-12,39,Loyal
C010437,Alberta,Commercial,2020-09-04,63,Long-Term
C010438,Ontario,Retail,2024-01-06,23,Established
C010439,Ontario,Retail,2020-11-03,61,Long-Term
C010440,Ontario,Commercial,2025-03-09,9,Recent
C010441,Ontario,Retail,2023-07-28,29,Loyal
C010442,Ontario,Premium,2025-12-18,0,New
C010443,Ontario,Retail,2025-06-20,6,New
C010444,Alberta,Retail,2024-07-27,17,Established
C010445,Ontario,Retail,2023-11-07,25,Loyal
C010446,Ontario,Retail,2023-04-01,32,Loyal
C010447,Alberta,Premium,2024-02-17,22,Established
C010448,Ontario,Retail,2020-11-20,61,Long-Term
C010449,Alberta,Retail,2025-12-17,0,New
C010450,Ontario,Retail,2022-10-25,38,Loyal
C010451,Ontario,Retail,2020-01-02,71,Long-Term
C010452,Ontario,Premium,2024-11-19,13,Established
C010453,British Columbia,Retail,2023-09-20,27,Loyal
C010454,Ontario,Retail,2025-11-17,1,New
C010455,Alberta,Retail,2022-02-16,46,Loyal
C010456,Ontario,Retail,2021-10-16,50,Long-Term
C010457,Ontario,Retail,2021-03-20,57,Long-Term
C010458,Alberta,Retail,2021-04-22,56,Long-Term
C010459,Ontario,Retail,2022-05-02,43,Loyal
C010460,Ontario,Retail,2024-01-13,23,Established
C010461,Ontario,Retail,2024-08-23,16,Established
C010462,Alberta,Retail,2021-05-04,55,Long-Term
C010463,British Columbia,Retail,2020-06-21,66,Long-Term
C010464,Ontario,Commercial,2020-04-30,68,Long-Term
C010465,Ontario,Commercial,2025-04-25,8,Recent
C010466,Ontario,Retail,2025-04-28,8,Recent
C010467,Ontario,Retail,2022-12-07,36,Loyal
C010468,Ontario,Retail,2020-01-17,71,Long-Term
C010469,Ontario,Premium,2023-02-12,34,Loyal
C010470,Ontario,Retail,2025-07-13,5,New
C010471,Ontario,Retail,2025-09-23,3,New
C010472,British Columbia,Retail,2023-06-20,30,Loyal
C010473,Ontario,Retail,2021-02-13,58,Long-Term
C010474,Ontario,Fleet,2022-04-05,44,Loyal
C010475,Ontario,Retail,2020-02-04,70,Long-Term
C010476,Ontario,Retail,2023-11-19,25,Loyal
C010477,Ontario,Fleet,2022-02-04,46,Loyal
C010478,Alberta,Retail,2024-12-21,12,Recent
C010479,Ontario,Retail,2020-04-27,68,Long-Term
C010480,British Columbia,Retail,2025-08-08,4,New
C010481,Ontario,Retail,2021-05-26,55,Long-Term
C010482,Alberta,Retail,2022-02-28,46,Loyal
C010483,Alberta,Retail,2020-07-22,65,Long-Term
C010484,Ontario,Fleet,2021-02-28,58,Long-Term
C010485,Ontario,Retail,2022-11-09,37,Loyal
C010486,Ontario,Retail,2021-03-16,57,Long-Term
C010487,Alberta,Retail,2025-11-19,1,New
C010488,British Columbia,Retail,2025-07-21,5,New
C010489,Alberta,Retail,2024-06-29,18,Established
C010490,British Columbia,Retail,2020-08-25,64,Long-Term
C010491,Ontario,Premium,2021-09-09,51,Long-Term
C010492,Ontario,Retail,2023-05-20,31,Loyal
C010493,Ontario,Commercial,2023-01-03,35,Loyal
C010494,Ontario,Premium,2023-08-08,28,Loyal
C010495,Ontario,Commercial,2022-08-30,40,Loyal
C010496,Ontario,Retail,2020-02-22,70,Long-Term
C010497,Ontario,Retail,2025-06-25,6,New
C010498,Alberta,Retail,2023-03-05,33,Loyal
C010499,Ontario,Retail,2022-09-02,39,Loyal
C010500,Ontario,Retail,2021-09-18,51,Long-Term
C010501,Ontario,Retail,2022-03-20,45,Loyal
C010502,Ontario,Retail,2024-01-05,23,Established
C010503,Ontario,Retail,2020-12-16,60,Long-Term
C010504,Alberta,Premium,2021-07-30,53,Long-Term
C010505,Ontario,Fleet,2020-03-26,69,Long-Term
C010506,Ontario,Retail,2022-12-08,36,Loyal
C010507,Alberta,Retail,2023-08-31,28,Loyal
C010508,Alberta,Retail,2024-12-18,12,Recent
C010509,Ontario,Retail,2024-07-16,17,Established
C010510,Ontario,Retail,2025-05-12,7,Recent
C010511,Ontario,Commercial,2024-08-31,16,Established
C010512,Ontario,Retail,2020-01-30,71,Long-Term
C010513,Ontario,Retail,2024-07-26,17,Established
C010514,Ontario,Retail,2023-07-17,29,Loyal
C010515,Ontario,Premium,2020-04-14,68,Long-Term
C010516,Ontario,Fleet,2022-07-18,41,Loyal
C010517,Ontario,Commercial,2025-01-12,11,Recent
C010518,Ontario,Retail,2022-06-15,42,Loyal
C010519,Ontario,Retail,2022-12-16,36,Loyal
C010520,Ontario,Retail,2025-02-11,10,Recent
C010521,Alberta,Fleet,2022-05-18,43,Loyal
C010522,Ontario,Commercial,2021-01-31,59,Long-Term
C010523,Ontario,Retail,2021-05-21,55,Long-Term
C010524,Ontario,Retail,2025-05-12,7,Recent
C010525,Ontario,Retail,2022-04-06,44,Loyal
C010526,British Columbia,Retail,2020-08-01,64,Long-Term
C010527,Ontario,Retail,2025-06-05,6,New
C010528,Alberta,Retail,2022-12-02,36,Loyal
C010529,Ontario,Retail,2020-12-20,60,Long-Term
C010530,British Columbia,Retail,2023-03-25,33,Loyal
C010531,Ontario,Retail,2022-10-28,38,Loyal
C010532,Ontario,Retail,2022-07-14,41,Loyal
C010533,British Columbia,Commercial,2025-03-21,9,Recent
C010534,British Columbia,Retail,2025-04-13,8,Recent
C010535,Ontario,Premium,2023-04-14,32,Loyal
C010536,Ontario,Retail,2022-08-06,40,Loyal
C010537,British Columbia,Retail,2022-04-08,44,Loyal
C010538,Ontario,Retail,2025-12-17,0,New
C010539,Ontario,Retail,2022-02-12,46,Loyal
C010540,Ontario,Retail,2022-01-26,47,Loyal
C010541,Ontario,Retail,2023-07-06,29,Loyal
C010542,Ontario,Retail,2022-12-17,36,Loyal
C010543,Ontario,Retail,2024-01-15,23,Established
C010544,British Columbia,Retail,2024-11-17,13,Established
C010545,Ontario,Retail,2025-11-29,1,New
C010546,Ontario,Commercial,2022-06-12,42,Loyal
C010547,Alberta,Fleet,2020-11-24,61,Long-Term
C010548,Ontario,Commercial,2020-06-14,66,Long-Term
C010549,Ontario,Retail,2024-10-09,14,Established
C010550,Ontario,Premium,2020-06-14,66,Long-Term
C010551,Ontario,Commercial,2021-03-28,57,Long-Term
C010552,Alberta,Retail,2024-01-04,23,Established
C010553,British Columbia,Commercial,2022-06-01,42,Loyal
C010554,Ontario,Retail,2024-05-14,19,Established
C010555,Ontario,Retail,2024-10-21,14,Established
C010556,Ontario,Retail,2024-02-08,22,Established
C010557,Ontario,Commercial,2020-08-31,64,Long-Term
C010558,Alberta,Retail,2025-05-06,7,Recent
C010559,Alberta,Retail,2023-10-15,26,Loyal
C010560,British Columbia,Retail,2020-07-19,65,Long-Term
C010561,Ontario,Retail,2021-03-31,57,Long-Term
C010562,Ontario,Retail,2021-06-15,54,Long-Term
C010563,Ontario,Retail,2020-01-26,71,Long-Term
C010564,Ontario,Commercial,2024-02-03,22,Established
C010565,Ontario,Retail,2020-01-23,71,Long-Term
C010566,Ontario,Retail,2021-05-07,55,Long-Term
C010567,Ontario,Retail,2024-06-08,18,Established
C010568,British Columbia,Retail,2025-03-21,9,Recent
C010569,Alberta,Commercial,2023-04-03,32,Loyal
C010570,British Columbia,Retail,2021-07-12,53,Long-Term
C010571,Ontario,Premium,2024-01-16,23,Established
C010572,Alberta,Retail,2024-02-10,22,Established
C010573,Ontario,Premium,2024-04-12,20,Established
C010574,Ontario,Retail,2020-12-18,60,Long-Term
C010575,Ontario,Premium,2022-08-07,40,Loyal
C010576,Ontario,Retail,2020-01-15,71,Long-Term
C010577,Ontario,Retail,2025-04-02,8,Recent
C010578,Ontario,Retail,2022-04-25,44,Loyal
C010579,Ontario,Retail,2024-05-08,19,Established
C010580,British Columbia,Retail,2020-11-05,61,Long-Term
C010581,Alberta,Retail,2025-09-23,3,New
C010582,Ontario,Retail,2024-06-13,18,Established
C010583,Ontario,Premium,2023-08-20,28,Loyal
C010584,Ontario,Retail,2024-01-05,23,Established
C010585,Alberta,Retail,2022-10-17,38,Loyal
C010586,Ontario,Commercial,2022-12-02,36,Loyal
C010587,Ontario,Retail,2022-03-01,45,Loyal
C010588,Ontario,Fleet,2021-10-10,50,Long-Term
C010589,Alberta,Retail,2024-02-20,22,Established
C010590,Ontario,Retail,2020-04-23,68,Long-Term
C010591,Ontario,Fleet,2021-07-16,53,Long-Term
C010592,Ontario,Commercial,2022-03-11,45,Loyal
C010593,Ontario,Retail,2023-01-15,35,Loyal
C010594,Alberta,Premium,2024-02-04,22,Established
C010595,Ontario,Retail,2023-12-18,24,Established
C010596,Ontario,Retail,2020-08-05,64,Long-Term
C010597,Alberta,Retail,2024-05-19,19,Established
C010598,Alberta,Retail,2022-06-26,42,Loyal
C010599,British Columbia,Retail,2021-05-31,55,Long-Term
C010600,Alberta,Premium,2021-04-26,56,Long-Term
C010601,British Columbia,Retail,2025-05-24,7,Recent
C010602,Ontario,Commercial,2023-02-28,34,Loyal
C010603,Alberta,Retail,2022-01-29,47,Loyal
C010604,Ontario,Commercial,2021-03-31,57,Long-Term
C010605,Ontario,Retail,2022-03-11,45,Loyal
C010606,Ontario,Retail,2020-01-12,71,Long-Term
C010607,Alberta,Retail,2025-10-14,2,New
C010608,Alberta,Retail,2023-11-20,25,Loyal
C010609,Ontario,Premium,2020-11-19,61,Long-Term
C010610,British Columbia,Commercial,2021-08-14,52,Long-Term
C010611,Alberta,Premium,2024-09-28,15,Established
C010612,British Columbia,Commercial,2022-11-16,37,Loyal
C010613,Ontario,Premium,2021-12-04,48,Loyal
C010614,British Columbia,Commercial,2020-09-26,63,Long-Term
C010615,Ontario,Retail,2022-07-02,41,Loyal
C010616,Ontario,Retail,2020-11-08,61,Long-Term
C010617,British Columbia,Retail,2023-04-10,32,Loyal
C010618,Ontario,Premium,2022-02-13,46,Loyal
C010619,Ontario,Retail,2022-03-05,45,Loyal
C010620,Ontario,Retail,2021-08-28,52,Long-Term
C010621,Alberta,Retail,2022-11-16,37,Loyal
C010622,Alberta,Premium,2020-01-17,71,Long-Term
C010623,Ontario,Retail,2025-08-13,4,New
C010624,Ontario,Fleet,2021-10-06,50,Long-Term
C010625,Ontario,Retail,2022-10-16,38,Loyal
C010626,Ontario,Premium,2022-11-13,37,Loyal
C010627,Ontario,Fleet,2023-07-26,29,Loyal
C010628,Ontario,Retail,2024-12-05,12,Recent
C010629,Alberta,Fleet,2023-01-07,35,Loyal
C010630,Ontario,Retail,2021-06-12,54,Long-Term
C010631,Ontario,Commercial,2023-11-04,25,Loyal
C010632,Ontario,Retail,2025-04-11,8,Recent
C010633,British Columbia,Premium,2020-05-02,67,Long-Term
C010634,Ontario,Commercial,2025-09-10,3,New
C010635,Ontario,Retail,2020-07-05,65,Long-Term
C010636,Ontario,Fleet,2023-07-25,29,Loyal
C010637,Ontario,Commercial,2021-11-07,49,Long-Term
C010638,Ontario,Retail,2021-11-15,49,Long-Term
C010639,Alberta,Retail,2020-09-15,63,Long-Term
C010640,Alberta,Fleet,2023-06-07,30,Loyal
C010641,British Columbia,Retail,2022-08-23,40,Loyal
C010642,Ontario,Commercial,2022-05-10,43,Loyal
C010643,Alberta,Commercial,2025-10-19,2,New
C010644,Ontario,Retail,2021-04-28,56,Long-Term
C010645,Ontario,Retail,2021-06-01,54,Long-Term
C010646,Ontario,Retail,2023-02-01,34,Loyal
C010647,Ontario,Retail,2021-01-12,59,Long-Term
C010648,Ontario,Retail,2025-01-08,11,Recent
C010649,Ontario,Retail,2023-07-16,29,Loyal
C010650,Alberta,Premium,2022-01-06,47,Loyal
C010651,Ontario,Retail,2021-08-29,52,Long-Term
C010652,Ontario,Commercial,2025-02-07,10,Recent
C010653,Ontario,Retail,2021-05-20,55,Long-Term
C010654,Alberta,Retail,2020-06-04,66,Long-Term
C010655,Ontario,Retail,2020-02-14,70,Long-Term
C010656,Ontario,Fleet,2025-05-21,7,Recent
C010657,Alberta,Retail,2025-09-11,3,New
C010658,British Columbia,Retail,2020-05-11,67,Long-Term
C010659,Ontario,Retail,2021-08-24,52,Long-Term
C010660,Ontario,Premium,2025-07-04,5,New
C010661,Ontario,Retail,2025-10-28,2,New
C010662,Ontario,Fleet,2022-04-06,44,Loyal
C010663,Alberta,Premium,2020-01-18,71,Long-Term
C010664,Ontario,Premium,2024-04-16,20,Established
C010665,Ontario,Retail,2024-04-16,20,Established
C010666,Ontario,Retail,2023-09-29,27,Loyal
C010667,Ontario,Retail,2022-08-24,40,Loyal
C010668,Alberta,Commercial,2021-12-07,48,Loyal
C010669,Ontario,Retail,2020-10-11,62,Long-Term
C010670,Ontario,Premium,2023-10-13,26,Loyal
C010671,Alberta,Retail,2023-10-28,26,Loyal
C010672,Ontario,Retail,2023-09-04,27,Loyal
C010673,Ontario,Retail,2025-05-13,7,Recent
C010674,British Columbia,Retail,2020-11-20,61,Long-Term
C010675,Ontario,Retail,2020-12-22,60,Long-Term
C010676,Ontario,Premium,2022-12-30,36,Loyal
C010677,Ontario,Commercial,2020-08-01,64,Long-Term
C010678,Alberta,Retail,2025-06-23,6,New
C010679,Ontario,Retail,2022-05-10,43,Loyal
C010680,Alberta,Retail,2020-07-06,65,Long-Term
C010681,Ontario,Retail,2022-06-14,42,Loyal
C010682,Ontario,Retail,2021-01-28,59,Long-Term
C010683,Ontario,Retail,2022-09-20,39,Loyal
C010684,Ontario,Commercial,2022-11-02,37,Loyal
C010685,Ontario,Retail,2022-07-29,41,Loyal
C010686,Ontario,Retail,2025-10-16,2,New
C010687,Ontario,Retail,2025-12-01,0,New
C010688,Alberta,Fleet,2024-03-27,21,Established
C010689,Ontario,Retail,2025-07-06,5,New
C010690,Ontario,Retail,2023-06-12,30,Loyal
C010691,Ontario,Retail,2024-05-16,19,Established
C010692,Ontario,Retail,2021-10-09,50,Long-Term
C010693,Ontario,Commercial,2021-04-23,56,Long-Term
C010694,British Columbia,Commercial,2020-02-27,70,Long-Term
C010695,Ontario,Retail,2021-06-12,54,Long-Term
C010696,Alberta,Retail,2025-10-03,2,New
C010697,Ontario,Retail,2021-03-15,57,Long-Term
C010698,Ontario,Fleet,2023-10-11,26,Loyal
C010699,Ontario,Retail,2023-01-21,35,Loyal
C010700,Alberta,Fleet,2025-10-02,2,New
C010701,Ontario,Premium,2020-09-04,63,Long-Term
C010702,Ontario,Retail,2025-10-13,2,New
C010703,Ontario,Premium,2023-12-06,24,Established
C010704,Ontario,Retail,2023-08-03,28,Loyal
C010705,Ontario,Premium,2025-05-31,7,Recent
C010706,Ontario,Premium,2021-07-23,53,Long-Term
C010707,Alberta,Fleet,2024-09-02,15,Established
C010708,Ontario,Retail,2020-05-28,67,Long-Term
C010709,Alberta,Retail,2023-11-19,25,Loyal
C010710,Ontario,Retail,2020-02-06,70,Long-Term
C010711,Alberta,Retail,2020-06-02,66,Long-Term
C010712,Ontario,Retail,2025-06-01,6,New
C010713,British Columbia,Retail,2025-03-23,9,Recent
C010714,Ontario,Retail,2023-06-18,30,Loyal
C010715,Alberta,Retail,2025-07-10,5,New
C010716,Alberta,Retail,2021-06-06,54,Long-Term
C010717,Ontario,Retail,2023-07-09,29,Loyal
C010718,Ontario,Retail,2024-07-24,17,Established
C010719,Ontario,Retail,2023-01-20,35,Loyal
C010720,British Columbia,Retail,2021-03-13,57,Long-Term
C010721,Ontario,Retail,2025-06-23,6,New
C010722,Ontario,Retail,2022-07-05,41,Loyal
C010723,Ontario,Retail,2020-09-06,63,Long-Term
C010724,Alberta,Retail,2021-12-23,48,Loyal
C010725,Ontario,Premium,2025-08-21,4,New
C010726,British Columbia,Retail,2022-04-14,44,Loyal
C010727,Ontario,Retail,2024-10-25,14,Established
C010728,Ontario,Retail,2024-09-22,15,Established
C010729,Ontario,Retail,2020-09-16,63,Long-Term
C010730,Ontario,Commercial,2023-11-04,25,Loyal
C010731,Ontario,Retail,2020-09-17,63,Long-Term
C010732,Ontario,Retail,2021-08-10,52,Long-Term
C010733,Ontario,Retail,2024-04-06,20,Established
C010734,Alberta,Retail,2022-03-19,45,Loyal
C010735,Ontario,Commercial,2021-05-19,55,Long-Term
C010736,Ontario,Retail,2023-12-19,24,Established
C010737,Alberta,Retail,2022-07-26,41,Loyal
C010738,Ontario,Retail,2020-01-29,71,Long-Term
C010739,Alberta,Retail,2020-01-02,71,Long-Term
C010740,Ontario,Premium,2021-03-17,57,Long-Term
C010741,Alberta,Retail,2021-02-28,58,Long-Term
C010742,Alberta,Premium,2021-07-10,53,Long-Term
C010743,Ontario,Retail,2020-09-28,63,Long-Term
C010744,Ontario,Retail,2021-10-25,50,Long-Term
C010745,Ontario,Retail,2024-05-16,19,Established
C010746,Ontario,Retail,2022-11-19,37,Loyal
C010747,Ontario,Retail,2024-10-31,14,Established
C010748,Ontario,Retail,2020-08-24,64,Long-Term
C010749,Ontario,Commercial,2020-07-10,65,Long-Term
C010750,Alberta,Retail,2024-02-16,22,Established
C010751,Alberta,Retail,2023-06-21,30,Loyal
C010752,Alberta,Retail,2025-01-20,11,Recent
C010753,Ontario,Retail,2023-02-20,34,Loyal
C010754,Ontario,Premium,2021-11-20,49,Long-Term
C010755,Alberta,Retail,2022-12-28,36,Loyal
C010756,Ontario,Retail,2023-06-27,30,Loyal
C010757,Alberta,Premium,2020-10-23,62,Long-Term
C010758,Ontario,Retail,2021-05-19,55,Long-Term
C010759,Alberta,Premium,2024-12-28,12,Recent
C010760,Ontario,Retail,2024-03-19,21,Established
C010761,Alberta,Commercial,2022-01-01,47,Loyal
C010762,Ontario,Retail,2020-10-17,62,Long-Term
